"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","559","loginSuccess","Surefire suite","2025-12-19","passed","2025-12-19","pom.SmokeTest","Surefire test","pom.SmokeTest","loginSuccess"
